,Date,Ticker,Close,Daily Return
0,2000-01-03,AAPL,0.8410476446151733,
1,2000-01-04,AAPL,0.7701389193534851,-0.08430999803124473
2,2000-01-05,AAPL,0.7814085483551025,0.014633241767703531
3,2000-01-06,AAPL,0.7137866616249084,-0.08653845273710015
4,2000-01-07,AAPL,0.7475982904434204,0.047369376084362536
5,2000-01-10,AAPL,0.7344492673873901,-0.017588353563825376
6,2000-01-11,AAPL,0.6968814134597778,-0.05115105371573181
7,2000-01-12,AAPL,0.655087411403656,-0.0599729039243978
8,2000-01-13,AAPL,0.7269354462623596,0.10967701959766685
9,2000-01-14,AAPL,0.7546415328979492,0.038113544714381886
10,2000-01-18,AAPL,0.7809387445449829,0.034847289077832855
11,2000-01-19,AAPL,0.8006623387336731,0.025256262832985987
12,2000-01-20,AAPL,0.8527878522872925,0.06510299165071398
13,2000-01-21,AAPL,0.836351752281189,-0.019273374922050834
14,2000-01-24,AAPL,0.7983145117759705,-0.04547995553482154
15,2000-01-25,AAPL,0.843395471572876,0.05647017451382186
16,2000-01-26,AAPL,0.8278989791870117,-0.01837393359127759
17,2000-01-27,AAPL,0.8264902234077454,-0.0017016034741941244
18,2000-01-28,AAPL,0.7635641098022461,-0.07613654925770963
19,2000-01-31,AAPL,0.7795303463935852,0.020910145443418182
20,2000-02-01,AAPL,0.7532329559326172,-0.03373491562275943
21,2000-02-02,AAPL,0.7424321174621582,-0.01433930683115947
22,2000-02-03,AAPL,0.7762430906295776,0.04554082773654078
23,2000-02-04,AAPL,0.8114631772041321,0.04537249606433069
24,2000-02-07,AAPL,0.8570137023925781,0.0561338166266383
25,2000-02-08,AAPL,0.8631189465522766,0.007123858279808326
26,2000-02-09,AAPL,0.84621262550354,-0.0195874753025278
27,2000-02-10,AAPL,0.8527878522872925,0.0077701827951808244
28,2000-02-11,AAPL,0.8170981407165527,-0.041850633161594764
29,2000-02-14,AAPL,0.870162308216095,0.0649422203470047
30,2000-02-15,AAPL,0.8941119313240051,0.027523167668580095
31,2000-02-16,AAPL,0.8574831485748291,-0.04096666364236512
32,2000-02-17,AAPL,0.8631189465522766,0.006572488318650205
33,2000-02-18,AAPL,0.8358822464942932,-0.03155613738613927
34,2000-02-22,AAPL,0.8551356196403503,0.02303359501509461
35,2000-02-23,AAPL,0.873449444770813,0.021416281476106747
36,2000-02-24,AAPL,0.8655838370323181,-0.009005223811847207
37,2000-02-25,AAPL,0.8293076157569885,-0.041909540963361525
38,2000-02-28,AAPL,0.8509092330932617,0.026047773981377587
39,2000-02-29,AAPL,0.8612409234046936,0.012141941713188054
40,2000-03-01,AAPL,0.9791086316108704,0.1368579975742643
41,2000-03-02,AAPL,0.9166529178619385,-0.06378833944725537
42,2000-03-03,AAPL,0.9617336988449097,0.04917977143204921
43,2000-03-06,AAPL,0.9443590641021729,-0.018065951898747712
44,2000-03-07,AAPL,0.9232271313667297,-0.0223770105447485
45,2000-03-08,AAPL,0.9166529178619385,-0.007120905876172534
46,2000-03-09,AAPL,0.9185314774513245,0.0020493684717304284
47,2000-03-10,AAPL,0.9448286890983582,0.02862962488776244
48,2000-03-13,AAPL,0.9114870429039001,-0.03528856244434708
49,2000-03-14,AAPL,0.8584226369857788,-0.05821740016080079
50,2000-03-15,AAPL,0.873449444770813,0.017505139237472322
51,2000-03-16,AAPL,0.9133651256561279,0.04569890235122709
52,2000-03-17,AAPL,0.9391929507255554,0.028277656266844753
53,2000-03-20,AAPL,0.9241663813591003,-0.015999448627512125
54,2000-03-21,AAPL,1.0138590335845947,0.0970524940472195
55,2000-03-22,AAPL,1.083358883857727,0.06854981607000044
56,2000-03-23,AAPL,1.0617579221725464,-0.01993887898741542
57,2000-03-24,AAPL,1.0420347452163696,-0.01857596401618522
58,2000-03-27,AAPL,1.0486100912094116,0.006310102444498256
59,2000-03-28,AAPL,1.0453228950500488,-0.003134812631424788
60,2000-03-29,AAPL,1.0213733911514282,-0.022911106235240286
61,2000-03-30,AAPL,0.9448286890983582,-0.07494291775780326
62,2000-03-31,AAPL,1.0204341411590576,0.08002027556217528
63,2000-04-03,AAPL,1.001649260520935,-0.01840871437012659
64,2000-04-04,AAPL,0.9565684795379639,-0.045006553451180764
65,2000-04-05,AAPL,0.9795793890953064,0.024055684511429032
66,2000-04-06,AAPL,0.9406026005744934,-0.039789310549714685
67,2000-04-07,AAPL,0.9899097084999084,0.05242076504498261
68,2000-04-10,AAPL,0.9391929507255554,-0.05123372095340728
69,2000-04-11,AAPL,0.8973990678787231,-0.04449978336671412
70,2000-04-12,AAPL,0.8208548426628113,-0.08529563708690668
71,2000-04-13,AAPL,0.8551356196403503,0.04176228877000221
72,2000-04-14,AAPL,0.8405781388282776,-0.017023593074272036
73,2000-04-17,AAPL,0.9307411909103394,0.10726314177970941
74,2000-04-18,AAPL,0.953281581401825,0.02421767803081676
75,2000-04-19,AAPL,0.9100781679153442,-0.04532072614153415
76,2000-04-20,AAPL,0.8931729197502136,-0.01857560016394455
77,2000-04-24,AAPL,0.9053824543952942,0.01366984418705286
78,2000-04-25,AAPL,0.964081883430481,0.06483384866828712
79,2000-04-26,AAPL,0.9114870429039001,-0.054554329285219194
80,2000-04-27,AAPL,0.9523415565490723,0.04482182600754703
81,2000-04-28,AAPL,0.9321491122245789,-0.02120294361370012
82,2000-05-01,AAPL,0.934027910232544,0.002015555218929821
83,2000-05-02,AAPL,0.8856589794158936,-0.05178531635591921
84,2000-05-03,AAPL,0.864527702331543,-0.02385938332414017
85,2000-05-04,AAPL,0.8316554427146912,-0.03802337337276607
86,2000-05-05,AAPL,0.8499704599380493,0.02202236200556107
87,2000-05-08,AAPL,0.8274295330047607,-0.026519659206664103
88,2000-05-09,AAPL,0.7922093272209167,-0.042565806970829234
89,2000-05-10,AAPL,0.7461894154548645,-0.058090595736218886
90,2000-05-11,AAPL,0.7724869251251221,0.035242405112684505
91,2000-05-12,AAPL,0.808646023273468,0.04680868629910995
92,2000-05-15,AAPL,0.758868396282196,-0.061556757293837805
93,2000-05-16,AAPL,0.7940877676010132,0.046410380892605074
94,2000-05-17,AAPL,0.7616860866546631,-0.04080365202481018
95,2000-05-18,AAPL,0.7569901347160339,-0.006165206403144219
96,2000-05-19,AAPL,0.7062737941741943,-0.0669973599601329
97,2000-05-22,AAPL,0.6757492423057556,-0.04321914832494855
98,2000-05-23,AAPL,0.6447563171386719,-0.045864535580286137
99,2000-05-24,AAPL,0.6588441729545593,0.021849891876061234
100,2000-05-25,AAPL,0.6556739211082458,-0.004811838635677135
101,2000-05-26,AAPL,0.6489821672439575,-0.010205917375785911
102,2000-05-30,AAPL,0.6579048037528992,0.01374866207315617
103,2000-05-31,AAPL,0.6311378479003906,-0.04068515034366871
104,2000-06-01,AAPL,0.6696448922157288,0.061012098139003657
105,2000-06-02,AAPL,0.6954728960990906,0.03856970191753706
106,2000-06-05,AAPL,0.6860805749893188,-0.013504941978980445
107,2000-06-06,AAPL,0.6978205442428589,0.017111647933951257
108,2000-06-07,AAPL,0.7255266308784485,0.03970374169142721
109,2000-06-08,AAPL,0.7123777866363525,-0.018123172441204094
110,2000-06-09,AAPL,0.719422459602356,0.009888956531430404
111,2000-06-12,AAPL,0.6851416230201721,-0.047650495372540624
112,2000-06-13,AAPL,0.7100301384925842,0.0363260888496324
113,2000-06-14,AAPL,0.6795067191123962,-0.04298890670329869
114,2000-06-15,AAPL,0.6940640807151794,0.02142342554286847
115,2000-06-16,AAPL,0.6851416230201721,-0.012855380278163131
116,2000-06-19,AAPL,0.7259963750839233,0.059629645450030466
